host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
t,Central Business District,Entire rental unit,Entire home/apt,6,2.5 baths,3.0,3.0,409.0,30,1125,0,0,0,0,49,4.94,4.98,4.96,5.0,4.98,4.86,4.86,t
t,Fairgrounds,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,200.0,30,1125,0,0,4,272,39,5.0,4.95,5.0,4.97,4.97,4.82,5.0,t
t,Central City,Entire cottage,Entire home/apt,6,1 bath,2.0,3.0,251.0,3,1000,25,55,81,180,74,4.76,4.85,4.91,4.93,4.97,4.89,4.81,t
f,City Park,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,89.0,2,14,1,2,9,11,244,4.69,4.92,4.8,4.99,4.88,4.89,4.88,f
t,Marigny,Entire residential home,Entire home/apt,6,1.5 baths,3.0,3.0,382.0,3,1125,16,31,60,111,34,4.82,4.82,4.94,4.91,4.88,5.0,4.71,f
t,Marlyville - Fontainbleau,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,1.0,85.0,1,31,1,1,1,2,207,4.93,4.96,4.92,4.99,4.98,4.79,4.92,f
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,3.0,5.0,457.0,2,30,27,53,83,150,122,4.93,4.92,4.89,4.93,4.93,4.98,4.79,t
t,Central City,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,116.0,1,88,9,35,60,60,214,4.76,4.72,4.87,4.95,4.77,4.84,4.72,f
f,St. Thomas Dev,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,99.0,30,185,8,38,68,158,34,4.88,4.88,4.76,4.97,4.97,4.97,4.82,f
f,St. Roch,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,139.0,30,1125,0,3,33,123,30,4.79,5.0,5.0,4.97,5.0,4.66,4.9,f
f,Behrman,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,42.0,30,365,3,4,4,256,68,4.49,4.64,4.46,4.94,4.88,4.72,4.66,f
f,Seventh Ward,Entire residential home,Entire home/apt,6,1 bath,3.0,4.0,207.0,2,30,19,49,49,49,165,4.7,4.77,4.75,4.95,4.85,4.39,4.71,t
t,Central City,Private room in residential home,Private room,2,1 private bath,1.0,1.0,95.0,1,1125,14,24,46,116,190,4.97,4.99,4.97,4.99,4.98,4.8,4.94,f
f,Seventh Ward,Entire residential home,Entire home/apt,6,2 baths,3.0,6.0,199.0,30,1125,30,60,90,270,38,4.11,4.37,4.29,4.73,4.63,3.97,4.08,t
f,Central Business District,Entire rental unit,Entire home/apt,8,2 baths,4.0,6.0,370.0,3,1125,12,17,17,27,107,4.79,4.7,4.6,5.0,4.94,4.88,4.69,f
t,Marlyville - Fontainbleau,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,175.0,30,1125,30,60,90,365,35,4.91,4.97,4.89,4.97,4.91,4.81,4.5,f
t,Fillmore,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,48.0,1,1125,5,6,31,31,407,4.83,4.92,4.87,4.95,4.95,4.78,4.87,t
f,Algiers Point,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,199.0,5,365,0,0,0,0,132,4.89,4.91,4.93,4.94,4.97,4.89,4.81,f
f,Seventh Ward,Entire residential home,Entire home/apt,6,1 bath,2.0,3.0,123.0,2,30,15,43,43,43,183,4.79,4.86,4.84,4.96,4.87,4.48,4.73,t
t,Seventh Ward,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,85.0,1,1125,0,0,0,183,12,4.58,4.42,4.92,4.67,4.67,4.17,4.58,f
t,Mid-City,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,119.0,1,1125,0,11,20,53,294,4.93,4.95,4.94,4.99,5.0,4.94,4.88,t
t,Seventh Ward,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,85.0,1,1125,0,0,0,184,12,4.83,5.0,4.67,5.0,5.0,4.5,4.67,f
t,Leonidas,Private room in residential home,Private room,2,1 private bath,1.0,1.0,34.0,30,1125,13,39,39,220,112,4.99,4.98,4.98,4.99,5.0,4.79,4.99,f
f,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,274.0,3,1125,16,46,72,150,135,4.96,4.94,4.94,4.98,5.0,4.98,4.83,t
f,Fairgrounds,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,100.0,2,1125,12,42,72,152,134,4.77,4.85,4.77,4.95,4.88,4.78,4.75,f
t,Bywater,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,120.0,2,1125,8,13,26,121,172,5.0,5.0,4.97,5.0,4.99,4.96,4.96,f
t,Lower Garden District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,204.0,3,1125,17,38,68,68,65,4.88,4.91,4.92,4.97,4.88,4.91,4.84,f
t,Lower Garden District,Entire residential home,Entire home/apt,6,2.5 baths,3.0,3.0,232.0,3,1125,0,4,31,290,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,St. Roch,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,69.0,2,1125,0,0,0,0,53,4.89,4.98,4.89,5.0,5.0,4.66,4.87,f
t,Seventh Ward,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,85.0,1,1125,1,1,1,189,21,4.86,4.95,4.81,5.0,4.95,4.52,4.86,f
f,Marigny,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,99.0,2,11,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,9,3 baths,3.0,6.0,393.0,31,1125,16,28,55,229,224,4.94,4.95,4.91,4.95,4.97,4.68,4.81,f
t,West Riverside,Entire guest suite,Entire home/apt,4,1 bath,2.0,3.0,134.0,2,1125,4,11,34,67,247,4.98,4.97,4.98,4.99,5.0,4.95,4.97,f
t,Behrman,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,127.0,2,1125,20,44,74,246,92,4.82,4.9,4.84,4.92,4.92,4.83,4.88,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,2.0,235.0,1,14,17,45,75,244,176,4.87,4.91,4.93,4.95,4.97,4.95,4.83,f
t,Central City,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,107.0,2,40,11,30,60,60,251,4.87,4.95,4.86,4.99,4.99,4.8,4.89,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,10,2.5 baths,5.0,7.0,594.0,2,30,23,45,73,323,80,4.74,4.63,4.75,4.68,4.86,4.81,4.56,t
f,St. Roch,Entire residential home,Entire home/apt,4,1 bath,3.0,4.0,250.0,2,1125,28,58,88,363,27,4.85,4.92,4.92,5.0,5.0,4.73,5.0,f
f,St. Claude,Entire residential home,Entire home/apt,3,2 baths,2.0,3.0,75.0,30,1125,0,0,0,0,119,4.89,4.95,4.82,4.98,4.94,4.55,4.94,f
f,Bywater,Entire residential home,Entire home/apt,3,1 bath,2.0,2.0,147.0,4,1125,2,2,2,2,150,4.85,4.89,4.83,4.96,4.9,4.87,4.8,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,1.0,1.0,164.0,30,1125,15,38,68,311,77,4.97,4.97,5.0,4.99,5.0,4.99,4.95,f
t,Marlyville - Fontainbleau,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,190.0,2,120,12,30,60,315,30,4.97,5.0,5.0,5.0,5.0,4.93,4.8,f
f,Milan,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,132.0,1,14,0,0,0,0,47,4.85,4.98,4.94,4.98,4.96,4.61,4.85,f
t,Marigny,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,252.0,3,360,5,8,15,188,146,4.92,4.87,4.76,4.96,4.92,4.97,4.83,f
t,Audubon,Entire residential home,Entire home/apt,6,2 baths,3.0,5.0,238.0,3,180,0,0,20,20,103,4.99,4.99,4.99,4.99,5.0,4.99,4.94,f
f,Seventh Ward,Entire residential home,Entire home/apt,8,2 baths,4.0,7.0,150.0,30,1125,30,60,86,335,99,4.77,4.84,4.74,4.93,4.93,4.45,4.72,t
t,Leonidas,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,79.0,31,1125,6,36,66,285,101,4.9,4.95,4.96,4.98,4.97,4.55,4.88,f
t,City Park,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,99.0,2,1125,0,0,0,0,71,4.85,4.92,4.66,4.99,4.96,4.8,4.79,t
f,Garden District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,1.0,75.0,365,365,23,53,83,358,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Bayou St. John,Entire residential home,Entire home/apt,3,1 bath,1.0,2.0,92.0,3,1125,8,38,39,39,202,4.87,4.92,4.87,5.0,4.99,4.7,4.86,f
t,West Riverside,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,174.0,3,1125,11,24,50,119,103,4.83,4.88,4.94,4.98,4.99,4.89,4.73,f
f,Marigny,Entire residential home,Entire home/apt,10,3.5 baths,5.0,5.0,296.0,30,40,17,47,77,162,122,4.7,4.79,4.57,4.89,4.94,4.93,4.73,f
f,East Riverside,Entire rental unit,Entire home/apt,5,1 bath,1.0,3.0,97.0,1,90,20,43,73,311,160,4.71,4.78,4.72,4.94,4.96,4.94,4.78,t
t,Audubon,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,196.0,2,100,8,15,45,167,103,4.93,4.98,4.91,5.0,4.99,4.98,4.88,f
t,Central City,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,96.0,31,365,0,0,0,0,3,3.0,3.0,3.0,3.0,3.0,4.0,3.0,t
t,Seventh Ward,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,80.0,1,1125,0,0,0,236,19,4.58,4.68,4.79,4.78,4.84,4.22,4.56,f
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,263.0,2,1125,16,16,16,16,37,4.68,4.81,4.92,4.81,4.43,4.95,4.62,f
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,250.0,2,1125,12,12,12,12,60,4.42,4.68,4.53,4.77,3.97,4.78,4.45,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,180.0,2,1125,24,51,81,81,79,4.6,4.83,4.85,4.74,4.15,4.94,4.63,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,180.0,2,1125,9,14,14,14,79,4.68,4.85,4.81,4.7,4.47,4.95,4.68,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,200.0,2,24,25,52,82,82,62,4.68,4.85,4.79,4.76,4.27,4.97,4.65,f
f,West Riverside,Entire residential home,Entire home/apt,4,2.5 baths,2.0,2.0,299.0,1,365,3,16,46,290,48,4.89,4.93,4.87,5.0,4.98,4.98,4.8,f
f,Marigny,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,95.0,1,1125,4,13,43,186,213,4.57,4.71,4.82,4.83,4.73,4.79,4.58,f
t,Lower Garden District,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,175.0,30,1125,0,0,0,0,28,4.93,4.96,4.93,4.96,4.96,4.89,4.79,f
t,Lower Garden District,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,200.0,60,365,25,55,85,360,44,4.77,4.84,4.68,4.89,4.8,4.89,4.55,f
t,Marlyville - Fontainbleau,Entire rental unit,Entire home/apt,2,1 bath,1.0,3.0,140.0,2,120,12,30,60,315,12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Central Business District,Entire serviced apartment,Entire home/apt,6,3 baths,3.0,3.0,532.0,1,1125,14,36,63,320,57,4.72,4.88,4.75,4.96,4.98,4.84,4.72,t
t,Central Business District,Entire serviced apartment,Entire home/apt,6,3 baths,3.0,3.0,611.0,1,1125,17,47,77,334,104,4.8,4.89,4.8,4.94,4.9,4.93,4.7,t
t,Central Business District,Entire serviced apartment,Entire home/apt,6,3 baths,3.0,3.0,552.0,1,1125,17,37,65,289,65,4.86,4.94,4.83,4.97,4.94,4.89,4.8,t
t,Central Business District,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,3.0,632.0,1,1125,23,47,74,330,96,4.83,4.98,4.86,4.98,4.96,4.98,4.71,t
t,Central Business District,Entire serviced apartment,Entire home/apt,10,4 baths,4.0,4.0,764.0,1,1125,0,0,3,244,141,4.94,4.95,4.89,4.95,4.98,4.94,4.76,t
t,Central Business District,Entire serviced apartment,Entire home/apt,10,4 baths,4.0,4.0,792.0,1,1125,22,36,55,300,84,4.94,4.98,4.95,4.94,4.96,4.98,4.72,t
t,Central City,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,250.0,2,3,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,1.0,300.0,3,7,29,59,89,364,11,4.89,4.89,4.89,5.0,4.89,5.0,4.67,f
f,St. Claude,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,136.0,2,1125,0,5,35,125,76,4.8,4.88,4.8,4.95,4.92,4.33,4.69,t
t,Milan,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,95.0,2,1125,2,9,32,32,153,4.96,4.98,4.98,4.96,4.98,4.89,4.97,t
f,Seventh Ward,Private room in bed and breakfast,Private room,12,4.5 baths,5.0,6.0,795.0,3,29,20,44,70,310,8,4.63,4.38,4.38,4.88,5.0,4.88,4.5,f
f,West Riverside,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,254.0,2,120,9,36,61,204,63,4.84,4.86,4.87,4.86,4.94,4.97,4.75,t
f,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,165.0,3,28,0,0,0,0,5,4.6,4.6,4.8,5.0,4.8,5.0,4.4,t
f,Seventh Ward,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,298.0,30,1125,19,41,58,141,31,4.84,4.94,4.94,4.9,5.0,4.77,4.94,f
f,St. Thomas Dev,Entire residential home,Entire home/apt,16,3 baths,6.0,12.0,411.0,3,1125,16,32,50,90,81,5.0,4.99,4.98,4.93,4.89,4.9,4.88,t
t,Lower Garden District,Private room in resort,Private room,4,1 shared bath,1.0,2.0,300.0,3,7,27,57,87,356,3,4.67,4.67,5.0,5.0,4.33,5.0,4.67,f
f,West Riverside,Entire residential home,Entire home/apt,10,4 baths,6.0,9.0,600.0,30,1125,6,20,45,159,4,5.0,4.0,4.0,4.0,4.0,4.0,4.5,t
f,Marigny,Entire residential home,Entire home/apt,3,1 bath,1.0,1.0,109.0,30,60,1,1,5,95,69,4.86,4.94,4.91,4.93,4.91,4.96,4.84,f
t,Marigny,Entire rental unit,Entire home/apt,10,2 baths,5.0,6.0,585.0,3,1125,16,33,48,259,122,4.92,4.89,4.88,4.98,4.98,4.93,4.8,f
f,Central City,Entire residential home,Entire home/apt,4,1 bath,1.0,1.0,150.0,2,60,5,20,20,20,148,4.87,4.95,4.87,4.95,4.95,4.94,4.82,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,10,3 baths,5.0,10.0,500.0,1,60,15,35,61,128,103,4.82,4.83,4.75,4.96,4.93,4.79,4.77,t
t,Central City,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,85.0,3,27,11,26,56,283,175,4.87,4.94,4.78,4.95,4.93,4.66,4.91,t
f,East Riverside,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,71.0,1,110,12,38,68,332,275,4.63,4.71,4.59,4.91,4.88,4.87,4.57,t
t,Leonidas,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,114.0,30,120,0,0,0,225,64,4.8,4.91,4.92,4.94,4.94,4.39,4.78,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,8,2 baths,4.0,8.0,517.0,1,60,6,31,61,127,108,4.89,4.97,4.87,4.97,4.93,4.81,4.77,t
f,Marigny,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,88.0,1,90,0,0,0,0,199,4.69,4.83,4.81,4.84,4.77,4.82,4.73,f
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,239.0,2,14,13,43,73,250,195,4.88,4.93,4.92,4.95,4.95,4.92,4.8,f
f,Marigny,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,88.0,1,1125,11,36,62,68,144,4.63,4.8,4.49,4.94,4.86,4.9,4.71,t
t,Leonidas,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,95.0,10,1125,6,36,66,148,23,4.91,4.87,4.91,4.96,4.96,4.87,4.78,f
t,Central Business District,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,200.0,4,5,0,0,0,0,2,5.0,5.0,5.0,4.0,5.0,5.0,5.0,t
f,Treme - Lafitte,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,155.0,1,1125,27,57,87,353,81,4.12,4.19,4.16,4.7,4.72,4.56,4.27,f
t,Lower Garden District,Entire resort,Entire home/apt,4,1 bath,1.0,1.0,300.0,3,7,23,53,83,353,4,5.0,5.0,5.0,5.0,4.75,5.0,5.0,f
f,Fairgrounds,Entire residential home,Entire home/apt,8,2 baths,3.0,3.0,168.0,2,1125,17,40,70,160,33,4.76,4.88,4.76,5.0,5.0,4.91,4.82,t
f,Old Aurora,Entire residential home,Entire home/apt,8,2.5 baths,4.0,5.0,196.0,2,1125,18,43,73,159,66,4.52,4.74,4.58,4.91,4.92,4.73,4.62,t
t,Fairgrounds,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,106.0,2,1125,8,22,44,103,107,4.86,4.93,4.84,4.95,4.98,4.71,4.87,f
f,St. Roch,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,100.0,30,1125,0,2,32,32,362,4.84,4.86,4.96,4.95,4.94,4.55,4.87,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,8,2 baths,4.0,7.0,687.0,1,60,13,39,69,161,110,4.87,4.87,4.83,4.96,4.96,4.88,4.85,t
t,Irish Channel,Entire residential home,Entire home/apt,4,1.5 baths,2.0,2.0,250.0,2,10,11,41,71,154,51,4.92,4.94,4.92,4.98,4.98,4.96,4.84,f
t,St. Roch,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,275.0,3,1125,17,44,74,336,22,5.0,5.0,5.0,5.0,5.0,4.77,4.86,f
t,Bywater,Entire residential home,Entire home/apt,4,3 baths,2.0,2.0,399.0,30,1125,30,59,89,109,129,4.95,4.94,4.95,4.94,4.92,4.83,4.91,f
t,Navarre,Entire guesthouse,Entire home/apt,5,1 bath,2.0,3.0,279.0,2,1125,6,27,57,230,78,4.96,4.99,4.99,5.0,4.99,4.92,4.95,f
t,Old Aurora,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,110.0,2,7,17,44,74,161,185,4.97,4.97,4.97,4.97,4.98,4.81,4.92,f
f,Marigny,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,96.0,1,90,10,10,10,10,193,4.75,4.84,4.97,5.0,4.94,4.82,4.75,f
f,Leonidas,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,54.0,30,90,0,0,0,0,91,4.91,4.93,4.8,4.98,4.99,4.86,4.91,f
t,Marigny,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,179.0,3,1125,14,26,52,279,72,4.93,4.87,4.78,4.99,4.97,5.0,4.92,t
f,Mid-City,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,70.0,30,1125,2,27,27,78,60,4.95,4.95,4.88,4.95,4.98,4.87,4.9,t
t,St. Roch,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,340.0,1,1125,0,1,1,1,85,4.96,4.99,4.96,5.0,4.96,4.87,4.93,t
f,Central City,Entire condominium (condo),Entire home/apt,2,1 bath,2.0,2.0,55.0,90,1125,0,0,0,226,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Old Aurora,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,174.0,7,1125,8,30,60,232,42,4.66,4.83,4.59,4.88,4.93,4.65,4.78,f
t,Seventh Ward,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,195.0,4,28,9,31,57,57,283,4.97,5.0,4.96,5.0,5.0,4.82,4.93,f
t,French Quarter,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,125.0,30,90,7,28,54,273,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Holy Cross,Entire residential home,Entire home/apt,6,2 baths,2.0,4.0,82.0,30,90,0,15,45,135,23,4.74,4.87,4.78,4.91,5.0,4.39,4.83,f
t,Bywater,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,135.0,2,1125,5,13,14,14,79,4.96,4.96,4.95,4.99,4.99,4.87,4.9,t
t,Bywater,Entire residential home,Entire home/apt,12,6.5 baths,6.0,6.0,916.0,1,1125,9,27,52,262,117,4.97,4.95,4.9,4.94,4.94,4.9,4.86,t
t,Leonidas,Entire townhouse,Entire home/apt,6,1 bath,2.0,2.0,150.0,30,1125,30,30,30,30,16,4.8,4.93,4.93,5.0,4.87,4.6,4.8,f
t,Seventh Ward,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,85.0,1,1125,0,0,0,183,17,4.63,4.75,4.63,4.94,4.88,3.81,4.25,f
f,St. Roch,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,60.0,30,31,0,0,0,0,7,5.0,5.0,4.83,5.0,5.0,4.83,4.83,f
t,Bywater,Private room in residential home,Private room,2,1 private bath,1.0,1.0,54.0,1,1125,18,42,69,69,46,4.85,4.96,4.93,4.87,4.96,4.82,4.76,f
t,Bywater,Private room in residential home,Private room,2,1 private bath,1.0,1.0,56.0,1,1125,22,46,73,73,39,4.9,4.92,4.92,4.79,4.79,4.74,4.85,f
t,Bywater,Entire rental unit,Entire home/apt,4,2.5 baths,1.0,1.0,112.0,1,1125,18,42,69,69,10,4.9,5.0,4.9,5.0,5.0,5.0,5.0,f
f,Central Business District,Entire loft,Entire home/apt,4,2 baths,2.0,5.0,408.0,2,25,12,12,12,12,47,4.66,4.83,4.77,4.72,4.15,4.98,4.46,f
f,Central Business District,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,657.0,3,25,30,60,90,90,7,5.0,5.0,5.0,5.0,4.86,5.0,4.71,f
t,Bywater,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,76.0,1,1125,10,34,61,61,27,4.74,4.81,4.74,4.7,4.7,4.85,4.67,f
t,St. Roch,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,189.0,30,150,0,0,0,152,76,4.92,4.95,4.95,4.93,5.0,4.65,4.95,t
t,St. Claude,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,156.0,2,1125,24,49,79,165,97,4.73,4.86,4.79,4.91,4.94,4.42,4.73,f
t,Marlyville - Fontainbleau,Private room in residential home,Private room,2,1 private bath,1.0,1.0,79.0,2,6,10,24,54,54,98,5.0,4.98,4.99,5.0,4.99,4.93,4.94,f
t,Algiers Point,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,106.0,30,365,13,43,73,163,59,4.98,5.0,4.92,4.98,5.0,4.9,4.98,f
t,Garden District,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,139.0,30,1124,0,0,0,0,81,4.83,4.83,4.9,4.96,4.99,4.99,4.65,t
f,St. Claude,Entire guesthouse,Entire home/apt,6,3 baths,3.0,3.0,175.0,2,30,0,0,0,38,24,4.92,4.88,4.96,5.0,4.92,4.5,4.88,f
f,Central Business District,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,300.0,30,1125,0,0,0,0,22,4.77,4.86,4.95,4.91,4.95,4.86,4.81,f
t,Mid-City,Entire residential home,Entire home/apt,4,1 bath,2.0,5.0,200.0,30,1125,0,0,0,0,83,4.84,4.89,4.9,4.94,4.88,4.86,4.81,t
f,Central Business District,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,300.0,30,1125,0,0,0,0,15,4.73,4.6,5.0,4.93,4.93,4.8,4.73,f
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,3.0,122.0,2,1125,10,10,10,10,89,4.71,4.78,4.78,4.67,4.38,4.95,4.67,t
f,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,160.0,30,1125,0,0,0,0,58,4.67,4.53,4.84,4.66,4.67,4.76,4.69,f
f,Seventh Ward,Entire residential home,Entire home/apt,2,1 bath,2.0,2.0,42.0,30,90,3,33,59,59,71,4.75,4.86,4.9,4.97,4.92,4.31,4.73,f
t,Lower Ninth Ward,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,83.0,1,1125,8,8,8,8,244,4.86,4.9,4.88,4.98,4.97,4.62,4.77,t
f,Central Business District,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,300.0,30,1125,0,0,0,0,32,4.75,4.81,4.91,4.63,4.78,4.84,4.78,f
f,Central Business District,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,300.0,30,1125,0,0,0,0,17,4.71,4.76,4.94,4.88,4.88,4.76,4.88,f
f,Central Business District,Entire rental unit,Entire home/apt,6,1 bath,1.0,1.0,160.0,30,1125,0,0,0,0,71,4.68,4.72,4.93,4.62,4.76,4.86,4.65,f
f,Freret,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,59.0,30,45,0,0,0,0,41,4.59,4.78,4.66,4.98,4.95,4.73,4.61,f
f,Mid-City,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,144.0,30,30,30,60,90,363,45,4.78,4.87,4.87,4.98,5.0,4.73,4.78,t
f,Milan,Entire townhouse,Entire home/apt,4,1 bath,2.0,2.0,86.0,1,1125,0,0,0,0,24,4.88,4.92,4.92,5.0,5.0,4.67,4.88,f
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,3.0,200.0,2,1125,12,12,12,12,63,4.65,4.71,4.7,4.8,4.39,4.8,4.56,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,3.0,215.0,2,1125,14,14,14,14,63,4.75,4.89,4.87,4.68,4.06,4.94,4.71,t
t,Touro,Entire residential home,Entire home/apt,6,2 baths,2.0,4.0,203.0,2,8,20,23,51,122,131,4.95,4.97,4.98,4.99,4.97,4.96,4.93,t
f,City Park,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,55.0,30,300,0,0,0,35,56,4.96,5.0,4.95,5.0,5.0,4.91,4.89,f
f,Seventh Ward,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,62.0,2,1125,0,0,0,0,155,4.75,4.84,4.66,4.91,4.9,4.83,4.78,t
f,Lower Garden District,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,300.0,30,30,6,36,66,66,80,4.96,4.98,4.96,4.94,4.94,4.94,4.88,f
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,105.0,30,1125,7,37,67,157,30,4.63,4.8,4.77,4.77,4.6,4.9,4.67,f
t,East Riverside,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,346.0,1,30,3,3,24,102,39,4.97,4.97,4.95,5.0,5.0,4.97,4.77,f
t,St. Roch,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,26.0,1,30,0,0,0,0,155,4.98,4.99,4.97,4.99,5.0,4.83,4.97,t
